content|type
In Hong Kong, meanwhile, thousands of people marked the occasion as a “day of mourning” by staging an unauthorised march. Some people later clashed with police in several locations. A policeman shot a teenage student in the chest—the first injury involving live ammunition since pro-democracy unrest broke out in the city four months ago. See article.|politics
Upgrade your inbox and get our Daily Dispatch and Editor's Picks.|politics
Afghans voted in a presidential election. The Taliban had vowed to disrupt the polling, which nonetheless was relatively peaceful. Turnout was extremely low. The results will not be announced until November. See article.|politics
North Korea agreed to resume disarmament talks with America after a hiatus of eight months. It later tested a missile, which it said it launched from a submarine near its coast into Japanese waters.|politics
A court in Pakistan sentenced the brother of Qandeel Baloch, a social-media star, to life in prison for her murder. He said he had killed her to preserve the family’s honour, after she posted pictures of herself online. Activists for women’s rights had feared he would be acquitted, since his parents had absolved him of blame, a factor Pakistani courts often take into account.|politics
Peru’s president, Martín Vizcarra, dissolved the country’s congress, which has obstructed his legislative programme, and proposed to hold a congressional election in January. Congress refused to accept its dissolution and voted to suspend Mr Vizcarra as president. It installed the vice-president in his place, but she quit after just hours in the job. See article.|politics
Guyana is tohold elections on March 2nd. The government lost a vote of confidence last December. Next year Guyana is expected to begin receiving revenue from vast reserves of oil discovered off shore. The IMF thinks that its economy may grow by 85%.|politics
Prosecutors in New York alleged that the younger brother of the Honduran president, Juan Orlando Hernández, had accepted $1m from Joaquín Guzmán, a Mexican drug baron known as “El Chapo”, that was intended for the president. Mr Hernández said the claim was absurd, and noted that prosecutors never alleged that he had received the money.|politics
Democrats in the House of Representatives pushed ahead with an impeachment investigation of Donald Trump’s request to the Ukrainian president to dig up dirt on the son of his rival, Joe Biden. Subpoenas were sent to Mike Pompeo, the secretary of state, and to Rudolph Giuliani, the president’s lawyer. In a Twitter meltdown, Mr Trump claimed the Democrats were staging a “coup”. See article.|politics
Bernie Sanders cancelled events in his campaign for the Democratic presidential nomination until further notice, after he had heart stents inserted to relieve some chest pains. The 78-year-old has kept up a gruelling campaign schedule.|politics
